漢字,田町読み（新しい詳細読み）　カタカナ,田町読み（新しい詳細読み）　ひらがな
飛,ヒコウキノヒ，トブ,ひこうきのひ，とぶ
疲,ツカレル，ヒロウスルノヒ,つかれる，ひろうするのひ
秘,ヒミツノヒ,ひみつのひ
被,ヒガイシャノヒ，コウムル,ひがいしゃのひ，こうむる
悲,ヒゲキノヒ，カナシイ,ひげきのひ，かなしい
扉,トビラ，モンピノヒ,とびら，もんぴのひ
費,ショウヒノヒ,しょうひのひ
碑,キネンノヒノヒ，イシブミ,きねんのひのひ，いしぶみ
罷,ヒメンスルノヒ,ひめんするのひ
避,ヒショチノヒ，サケル,ひしょちのひ，さける
尾,ビコウスルノビ，オッポノオ,びこうするのび，おっぽのお
美,ビジンノビ，ウツクシイ,びじんのび，うつくしい
備,ジュンビスルノビ，ソナエル,じゅんびするのび，そなえる
微,ビセイブツノビ,びせいぶつのび
鼻,ハナカゼノハナ,はなかぜのはな
匹,イッピキニヒキノヒキ,いっぴきにひきのひき
必,ヒツヨウノヒツ，カナラズ,ひつようのひつ，かならず
泌,ヒニョウキノヒ,ひにょうきのひ
筆,フデバコノフデ，ヒツ,ふでばこのふで，ひつ
姫,オヒメサマノヒメ,おひめさまのひめ
百,カンスウジノヒャク,かんすうじのひゃく
氷,ヒョウガノヒョウ，コオリ,ひょうがのひょう，こおり
表,ウラオモテノオモテ，ヒョウ,うらおもてのおもて，ひょう
俵,ドヒョウノヒョウ，タワラ,どひょうのひょう，たわら
票,トウヒョウスルノヒョウ,とうひょうするのひょう
評,ヒョウカスルノヒョウ,ひょうかするのひょう
漂,ヒョウリュウスルノヒョウ，タダヨウ,ひょうりゅうするのひょう，ただよう
標,モクヒョウノヒョウ,もくひょうのひょう
苗,ナエギノナエ，ビョウ,なえぎのなえ，びょう
秒,ビョウヨミノビョウ,びょうよみのびょう
病,ビョウキノビョウ，ヤマイ,びょうきのびょう，やまい
描,エガク，ビョウシャスルノビョウ,えがく，びょうしゃするのびょう
猫,ヤマネコノネコ,やまねこのねこ
品,シナモノノシナ，ヒン,しなもののしな，ひん
浜,スナハマノハマ,すなはまのはま
貧,ヒンジャクノヒン，マズシイ,ひんじゃくのひん，まずしい
賓,ライヒンノヒン,らいひんのひん
頻,ヒンパンナノヒン,ひんぱんなのひん
敏,ビンカンナノビン,びんかんなのびん
瓶,アキビンノビン,あきびんのびん
不,フシギノフ,ふしぎのふ
夫,オット，フサイノフ,おっと，ふさいのふ
父,フボノフ，チチ,ふぼのふ，ちち
付,フロクノフ，ツケル,ふろくのふ，つける
布,ヌノ，モウフノフ,ぬの，もうふのふ
扶,フヨウカゾクノフ,ふようかぞくのふ
府,トドウフケンノフ,とどうふけんのふ
怖,キョウフノフ，コワイ,きょうふのふ，こわい
附,コザトヘンノツイタフゾクノフ,こざとへんのついたふぞくのふ
負,カチマケノマケ，フ,かちまけのまけ，ふ
赴,フニンスルノフ，オモムク,ふにんするのふ，おもむく
浮,フリョクノフ，ウク,ふりょくのふ，うく
婦,フウフノフ,ふうふのふ
符,ギモンフノフ,ぎもんふのふ
富,ホウフノフ，トム,ほうふのふ，とむ
普,フキュウスルノフ,ふきゅうするのふ
腐,クサル，フハイスルノフ,くさる，ふはいするのふ
敷,シク，ザシキノシキ,しく，ざしきのしき
膚,ヒフノフ，ハダ,ひふのふ，はだ
賦,ゲップバライノフ,げっぷばらいのふ
譜,フメンノフ,ふめんのふ
侮,ブジョクスルノブ，アナドル,ぶじょくするのぶ，あなどる
武,ブキノブ,ぶきのぶ
部,ブチョウノブ,ぶちょうのぶ
舞,カブキノブ，マウ,かぶきのぶ，まう
封,フウトウノフウ,ふうとうのふう
風,カゼ，タイフウノフウ,かぜ，たいふうのふう
伏,キフクニトムノフク，フセル,きふくにとむのふく，ふせる
服,ヨウフクノフク,ようふくのふく
副,フクカイチョウノフク,ふくかいちょうのふく
幅,ゾウフクスルノフク，ハバ,ぞうふくするのふく，はば
復,オウフクノフク,おうふくのふく
福,フクビキノフク,ふくびきのふく
腹,ハラペコノハラ，フク,はらぺこのはら，ふく
複,フクザツノフク,ふくざつのふく
覆,フクメンノフク，オオウ,ふくめんのふく，おおう
払,カネヲハラウノハラウ,かねをはらうのはらう
沸,フットウスルノフツ，ワク,ふっとうするのふつ，わく
仏,ブツゾウノブツ，ホトケ,ぶつぞうのぶつ，ほとけ
物,ドウブツノブツ，モノ,どうぶつのぶつ，もの
粉,フンマツノフン，コナ,ふんまつのふん，こな
紛,フンシツスルノフン，マギレル,ふんしつするのふん，まぎれる
雰,フンイキノフン,ふんいきのふん
噴,フンカスルノフン，フク,ふんかするのふん，ふく
墳,コフンノフン,こふんのふん
憤,フンガイスルノフン，イキドオル,ふんがいするのふん，いきどおる
奮,コウフンノフン，フルウ,こうふんのふん，ふるう
分,ハンブンノブン，ワケル,はんぶんのぶん，わける
文,サクブンノブン,さくぶんのぶん
聞,シンブンノブン，キコエル,しんぶんのぶん，きこえる
丙,コウオツヘイノヘイ,こうおつへいのへい
平,ヘイワノヘイ，タイラ,へいわのへい，たいら
兵,ヘイタイノヘイ,へいたいのへい
併,ヘイヨウスルノヘイ，アワセル,へいようするのへい，あわせる
並,ナミキノナミ，ナラブ,なみきのなみ，ならぶ
柄,ヒトガラノガラ,ひとがらのがら
陛,ヘイカノヘイ,へいかのへい
閉,ヘイテンノヘイ，トジル,へいてんのへい，とじる
塀,ヘイ，イタベイノヘイ,へい，いたべいのへい
幣,ゾウヘイキョクノヘイ,ぞうへいきょくのへい
弊,ヘイガイノヘイ,へいがいのへい
米,コメ，シンマイノマイ,こめ，しんまいのまい
壁,ヘキガノヘキ，カベ,へきがのへき，かべ
癖,アクヘキノヘキ，クセ,あくへきのへき，くせ
別,トクベツノベツ，ワカレル,とくべつのべつ，わかれる
片,カタオモイノカタ，ヘン,かたおもいのかた，へん
辺,シュウヘンノヘン，アタリ,しゅうへんのへん，あたり
返,ヘンジノヘン，カエス,へんじのへん，かえす
変,ヘンカノヘン，カエル,へんかのへん，かえる
偏,ヘンセイフウノヘン，カタヨル,へんせいふうのへん，かたよる
遍,フヘンテキナノヘン,ふへんてきなのへん
編,ヘンシュウスルノヘン，アム,へんしゅうするのへん，あむ
弁,ベントウノベン,べんとうのべん
便,ユウビンノビン，タヨリ,ゆうびんのびん，たより
勉,ベンキョウノベン,べんきょうのべん
歩,アルク，ホドウノホ,あるく，ほどうのほ
保,ホケンシツノホ，タモツ,ほけんしつのほ，たもつ
捕,タイホスルノホ，トラエル,たいほするのほ，とらえる
浦,ツツウラウラノウラ,つつうらうらのうら
補,ホジョノホ，オギナウ,ほじょのほ，おぎなう
舗,ホソウスルノホ,ほそうするのほ
母,フボノボ，ハハ,ふぼのぼ，はは
募,ボシュウスルノボ，ツノル,ぼしゅうするのぼ，つのる
墓,ボチノボ，ハカ,ぼちのぼ，はか
慕,ボジョウノボ，シタウ,ぼじょうのぼ，したう
暮,オセイボノボ，クラス,おせいぼのぼ，くらす
簿,メイボノボ,めいぼのぼ
方,オヤカタノカタ，ホウガクノホウ,おやかたのかた，ほうがくのほう
包,ホウタイノホウ，ツツム,ほうたいのほう，つつむ
芳,カンバシイ，ホウコウザイノホウ,かんばしい，ほうこうざいのほう
邦,イホウジンノホウ,いほうじんのほう
奉,ホウシカツドウノホウ，タテマツル,ほうしかつどうのほう，たてまつる
宝,ホウセキノホウ，タカラ,ほうせきのほう，たから
抱,ホウフヲカタルノホウ，ダク,ほうふをかたるのほう，だく
放,ホウソウキョクノホウ，ハナツ,ほうそうきょくのほう，はなつ
法,ホウリツノホウ,ほうりつのほう
泡,アワ，スイホウノホウ,あわ，すいほうのほう
胞,サイボウノボウ,さいぼうのぼう
俸,ホウキュウノホウ,ほうきゅうのほう
倣,モホウスルノホウ，ナラウ,もほうするのほう，ならう
峰,サイコウホウノホウ，ミネ,さいこうほうのほう，みね
砲,ホウガンナゲノホウ,ほうがんなげのほう
崩,ホウカイスルノホウ，クズレル,ほうかいするのほう，くずれる
訪,ホウモンスルノホウ，オトズレル,ほうもんするのほう，おとずれる
報,ホウドウノホウ,ほうどうのほう
豊,ホウサクノホウ，ユタカ,ほうさくのほう，ゆたか
飽,アキル，ホウワノホウ,あきる，ほうわのほう
褒,ホメル，ホウビノホウ,ほめる，ほうびのほう
縫,サイホウスルノホウ，ヌウ,さいほうするのほう，ぬう
亡,ボウメイスルノボウ,ぼうめいするのぼう
乏,ビンボウノボウ，トボシイ,びんぼうのぼう，とぼしい
忙,イソガシイ，タボウノボウ,いそがしい，たぼうのぼう
坊,ボウズノボウ,ぼうずのぼう
妨,ボウガイスルノボウ，サマタゲル,ぼうがいするのぼう，さまたげる
忘,ボウネンカイノボウ，ワスレル,ぼうねんかいのぼう，わすれる
防,ヨボウスルノボウ，フセグ,よぼうするのぼう，ふせぐ
房,レイダンボウノボウ,れいだんぼうのぼう
肪,シボウブンノボウ,しぼうぶんのぼう
某,ナニガシノボウ,なにがしのぼう
冒,ボウケンカノボウ,ぼうけんかのぼう
剖,カイボウスルノボウ,かいぼうするのぼう
紡,ボウセキノボウ，ツムグ,ぼうせきのぼう，つむぐ
望,キボウノボウ，ノゾム,きぼうのぼう，のぞむ
傍,ボウカンシャノボウ，カタワラ,ぼうかんしゃのぼう，かたわら
帽,ダツボウスルノボウ,だつぼうするのぼう
棒,テツボウノボウ,てつぼうのぼう
貿,ボウエキコウノボウ,ぼうえきこうのぼう
暴,ボウリョクノボウ，アバレル,ぼうりょくのぼう，あばれる
膨,ボウチョウスルノボウ，フクラム,ぼうちょうするのぼう，ふくらむ
謀,インボウノボウ，ハカル,いんぼうのぼう，はかる
北,キタミナミノキタ，ホク,きたみなみのきた，ほく
木,モクヨウビノモク，キ,もくようびのもく，き
朴,ソボクナノボク,そぼくなのぼく
牧,ボクジョウノボク,ぼくじょうのぼく
僕,シモベ，コウボクノボク,しもべ，こうぼくのぼく
墨,ボクジュウノボク，スミ,ぼくじゅうのぼく，すみ
撲,ダボクノボク,だぼくのぼく
没,チンボツスルノボツ,ちんぼつするのぼつ
堀,ホリバタノホリ,ほりばたのほり
本,ホンモノノホン，モト,ほんもののほん，もと
奔,ホンソウスルノホン,ほんそうするのほん
翻,ホンヤクスルノホン,ほんやくするのほん
凡,ヘイボンノボン,へいぼんのぼん
盆,ボンオドリノボン,ぼんおどりのぼん
麻,マスイノマ，アサ,ますいのま，あさ
摩,マサツノマ,まさつのま
磨,ケンマスルノマ，ミガク,けんまするのま，みがく
魔,マホウノマ,まほうのま
毎,マイニチノマイ,まいにちのまい
妹,イモウト，シマイノマイ,いもうと，しまいのまい
枚,マイスウノマイ,まいすうのまい
埋,ウメル，マイボツスルノマイ,うめる，まいぼつするのまい
幕,ジマクノマク,じまくのまく
膜,モウマクノマク,もうまくのまく
又,マタガシノマタ,またがしのまた
末,ネンマツノマツ，スエ,ねんまつのまつ，すえ
抹,マッチャノマツ,まっちゃのまつ
万,マンネンヒツノマン,まんねんひつのまん
満,マンゾクノマン,まんぞくのまん
慢,ジマンスルノマン,じまんするのまん
漫,マンガノマン,まんがのまん
未,ミライノミ,みらいのみ
味,イミノミ，アジ,いみのみ，あじ
魅,ミリョクノミ,みりょくのみ
岬,エリモミサキノミサキ,えりもみさきのみさき
密,ヒミツノミツ,ひみつのみつ
脈,サンミャクノミャク,さんみゃくのみゃく
妙,キミョウナノミョウ,きみょうなのみょう
民,コクミンノミン，タミ,こくみんのみん，たみ
眠,ネムル，スイミンノミン,ねむる，すいみんのみん
矛,ムジュンノム，ホコ,むじゅんのむ，ほこ
務,ギムノム，ツトメル,ぎむのむ，つとめる
無,ムリノム，ナイ,むりのむ，ない
夢,ユメ，ムチュウノム,ゆめ，むちゅうのむ
霧,ノウムノム，キリ,のうむのむ，きり
娘,ヒトリムスメノムスメ,ひとりむすめのむすめ
名,ナマエノナ，メイ,なまえのな，めい
命,ウンメイノメイ，イノチ,うんめいのめい，いのち
明,セツメイノメイ，アカルイ,せつめいのめい，あかるい
迷,メイワクノメイ，マヨウ,めいわくのめい，まよう
盟,ドウメイスルノメイ,どうめいするのめい
銘,メイガラノメイ,めいがらのめい
鳴,ヒメイヲアゲルノメイ，ナク,ひめいをあげるのめい，なく
滅,ハメツスルノメツ，ホロビル,はめつするのめつ，ほろびる
免,メンキョノメン,めんきょのめん
面,ジメンノメン,じめんのめん
綿,ワタ，モメンノメン,わた，もめんのめん
茂,ハンモノモ，シゲル,はんものも，しげる
模,モケイノモ,もけいのも
毛,ケイトノケ，ウモウノモウ,けいとのけ，うもうのもう
妄,コダイモウソウノモウ,こだいもうそうのもう
盲,モウガッコウノモウ,もうがっこうのもう
耗,ショウモウヒンノモウ,しょうもうひんのもう
猛,モウショノモウ,もうしょのもう
網,モウマクノモウ，アミ,もうまくのもう，あみ
目,モクテキノモク，メ,もくてきのもく，め
黙,チンモクノモク，ダマル,ちんもくのもく，だまる
門,センモンノモン,せんもんのもん
紋,モンショウノモン,もんしょうのもん
問,モンダイノモン，トウ,もんだいのもん，とう
匁,オモサノタンイノモンメ,おもさのたんいのもんめ
夜,コンヤノヤ，ヨル,こんやのや，よる
野,ヤサイノヤ，ノハラノノ,やさいのや，のはらのの
厄,ヤクドシノヤク,やくどしのやく
役,ヤクワリノヤク,やくわりのやく
約,ヤクソクノヤク,やくそくのやく
訳,ツウヤクノヤク，ワケ,つうやくのやく，わけ
薬,ヤクヒンノヤク，クスリ,やくひんのやく，くすり
躍,カツヤクスルノヤク,かつやくするのやく
由,リユウノユウ,りゆうのゆう
油,セイキユノユ，アブラ,せいきゆのゆ，あぶら
愉,ユカイナノユ,ゆかいなのゆ
諭,キョウユノユ，サトス,きょうゆのゆ，さとす
輸,ユニュウノユ,ゆにゅうのゆ
癒,チユスルノユ，イヤス,ちゆするのゆ，いやす
唯,ユイイツノユイ,ゆいいつのゆい
友,ユウジンノユウ，トモ,ゆうじんのゆう，とも
有,ユウメイジンノユウ，アル,ゆうめいじんのゆう，ある
勇,ユウキノユウ，イサマシイ,ゆうきのゆう，いさましい
幽,ユウレイセンノユウ,ゆうれいせんのゆう
悠,ユウユウジテキノユウ,ゆうゆうじてきのゆう
郵,ユウビンノユウ,ゆうびんのゆう
猶,ユウヨスルノユウ,ゆうよするのゆう
裕,ヨユウノユウ,よゆうのゆう
遊,ユウエンチノユウ，アソブ,ゆうえんちのゆう，あそぶ
雄,オスメスノオス，ユウ,おすめすのおす，ゆう
誘,サソウ，ユウワクノユウ,さそう，ゆうわくのゆう
憂,ユウウツノユウ，ウレウ,ゆううつのゆう，うれう
融,キンユウノユウ,きんゆうのゆう
優,ユウショウスルノユウ，ヤサシイ,ゆうしょうするのゆう，やさしい
与,アタエル，キュウヨノヨ,あたえる，きゅうよのよ
予,ヨテイノヨ,よていのよ
余,ヨユウノヨ，アマル,よゆうのよ，あまる
誉,メイヨノヨ，ホマレ,めいよのよ，ほまれ
預,ヨキンノヨ，アズケル,よきんのよ，あずける
幼,ヨウチエンノヨウ，オサナイ,ようちえんのよう，おさない
用,リヨウスルノヨウ，モチイル,りようするのよう，もちいる
羊,ヨウモウノヨウ，ヒツジ,ようもうのよう，ひつじ
洋,ヨウフクノヨウ,ようふくのよう
要,ヨウキュウスルノヨウ,ようきゅうするのよう
容,ヨウセキノヨウ,ようせきのよう
庸,ボンヨウナノヨウ,ぼんようなのよう
揚,アゲル，カラアゲ,あげる，からあげ
揺,ユレル，ドウヨウスルノヨウ,ゆれる，どうようするのよう
葉,キノハノハ，ヨウ,きのはのは，よう
陽,タイヨウケイノヨウ,たいようけいのよう
溶,ヨウエキノヨウ，トケル,ようえきのよう，とける
腰,ヨウツウノヨウ，コシ,ようつうのよう，こし
様,カミサマノサマ，ヨウ,かみさまのさま，よう
踊,オドル，ブヨウノヨウ,おどる，ぶようのよう
窯,カマモトノカマ，ヨウ,かまもとのかま，よう
養,エイヨウノヨウ，ヤシナウ,えいようのよう，やしなう
擁,ヨウリツスルノヨウ,ようりつするのよう
謡,ミンヨウノヨウ,みんようのよう
曜,ニチヨウビノヨウ,にちようびのよう
抑,ヨクセイスルノヨク，オサエル,よくせいするのよく，おさえる
浴,ニュウヨクスルノヨク，アビル,にゅうよくするのよく，あびる
欲,ヨクボウノヨク，ホシイ,よくぼうのよく，ほしい
翌,ヨクジツノヨク,よくじつのよく
翼,ツバサ，ビヨクノヨク,つばさ，びよくのよく
裸,ハダカ，ラタイノラ,はだか，らたいのら
羅,モウラスルノラ,もうらするのら
来,ライネンノライ，クル,らいねんのらい，くる
雷,カミナリ，ライウノライ,かみなり，らいうのらい
頼,タノム，イライノライ,たのむ，いらいのらい
絡,レンラクスルノラク，カラム,れんらくするのらく，からむ
落,ラクセンスルノラク，オチル,らくせんするのらく，おちる
酪,ラクノウノラク,らくのうのらく
乱,コンランノラン，ミダレル,こんらんのらん，みだれる
卵,タマゴ,たまご
覧,ハクランカイノラン,はくらんかいのらん
濫,カセンノハンランノラン,かせんのはんらんのらん
欄,クウランノラン,くうらんのらん
吏,ヤクニンヲイミスルカンリノリ,やくにんをいみするかんりのり
利,ケンリノリ,けんりのり
里,サトガエリノサト，リ,さとがえりのさと，り
理,リユウノリ,りゆうのり
痢,ゲリヲスルノリ,げりをするのり
裏,ウラオモテノウラ,うらおもてのうら
履,リレキショノリ,りれきしょのり
離,ハナレル，リリクノリ,はなれる，りりくのり
陸,リクジョウノリク,りくじょうのりく
立,ドクリツノリツ，タツ,どくりつのりつ，たつ
律,ホウリツノリツ,ほうりつのりつ
略,リャクゴノリャク,りゃくごのりゃく
柳,ヤナギ，センリュウノリュウ,やなぎ，せんりゅうのりゅう
流,リュウコウノリュウ，ナガス,りゅうこうのりゅう，ながす
留,リュウガクノリュウ,りゅうがくのりゅう
竜,キョウリュウノリュウ，タツ,きょうりゅうのりゅう，たつ
粒,ツブ，リュウシノリュウ,つぶ，りゅうしのりゅう
隆,リュウキスルノリュウ,りゅうきするのりゅう
硫,リュウサンノリュウ,りゅうさんのりゅう
旅,リョコウノリョ，タビ,りょこうのりょ，たび
虜,ホリョノリョ，トリコ,ほりょのりょ，とりこ
慮,エンリョスルノリョ,えんりょするのりょ
了,リョウショウスルノリョウ,りょうしょうするのりょう
両,リョウテノリョウ,りょうてのりょう
良,カイリョウノリョウ，ヨイ,かいりょうのりょう，よい
料,リョウリスルノリョウ,りょうりするのりょう
涼,スズシイ，ノウリョウノリョウ,すずしい，のうりょうのりょう
猟,リョウジュウノリョウ,りょうじゅうのりょう
陵,キュウリョウチノリョウ，ミササギ,きゅうりょうちのりょう，みささぎ
量,コウスイリョウノリョウ，ハカル,こうすいりょうのりょう，はかる
僚,カイシャノドウリョウノリョウ,かいしゃのどうりょうのりょう
領,ダイトウリョウノリョウ,だいとうりょうのりょう
寮,ガクセイリョウノリョウ,がくせいりょうのりょう
療,チリョウスルノリョウ,ちりょうするのりょう
糧,ショクリョウノリョウ，カテ,しょくりょうのりょう，かて
力,チカラ，タイリョクノリョク,ちから，たいりょくのりょく
緑,ミドリ，リョクチャノリョク,みどり，りょくちゃのりょく
林,シンリンノリン，ハヤシ,しんりんのりん，はやし
厘,クブクリンノリン,くぶくりんのりん
倫,リンリテキナノリン,りんりてきなのりん
輪,シャリンノリン，ワ,しゃりんのりん，わ
隣,トナリ，リンジンノリン,となり，りんじんのりん
臨,リンジノリン,りんじのりん
涙,ナミダ，ルイセンノルイ,なみだ，るいせんのるい
累,ルイセキスルノルイ,るいせきするのるい
塁,マンルイノルイ,まんるいのるい
類,ジンルイノルイ,じんるいのるい
令,メイレイノレイ,めいれいのれい
礼,レイギノレイ,れいぎのれい
冷,レイトウノレイ，ツメタイ,れいとうのれい，つめたい
励,ゲキレイスルノレイ，ハゲマス,げきれいするのれい，はげます
戻,モドル，ヘンレイキンノレイ,もどる，へんれいきんのれい
例,レイダイノレイ，タトエル,れいだいのれい，たとえる
鈴,スズムシノスズ,すずむしのすず
零,レイサイキギョウノレイ,れいさいきぎょうのれい
霊,レイエンノレイ，タマ,れいえんのれい，たま
隷,ドレイカイホウノレイ,どれいかいほうのれい
齢,ネンレイノレイ,ねんれいのれい
麗,カレイナノレイ，ウルワシイ,かれいなのれい，うるわしい
暦,セイレキノレキ，コヨミ,せいれきのれき，こよみ
歴,レキシノレキ,れきしのれき
列,ギョウレツノレツ,ぎょうれつのれつ
劣,オトル，ユウレツノレツ,おとる，ゆうれつのれつ
烈,キョウレツナノレツ,きょうれつなのれつ
裂,ブンレツスルノレツ，サケル,ぶんれつするのれつ，さける
恋,コイビトノコイ，レン,こいびとのこい，れん
連,レンラクノレン,れんらくのれん
廉,レンカバンノレン,れんかばんのれん
練,レンシュウノレン,れんしゅうのれん
錬,レンキンジュツノレン,れんきんじゅつのれん
炉,ダンロノロ,だんろのろ
路,ドウロノロ,どうろのろ
露,ロシュツノロ，ツユ,ろしゅつのろ，つゆ
老,ロウジンノロウ,ろうじんのろう
労,ロウドウノロウ,ろうどうのろう
郎,モモタロウノロウ,ももたろうのろう
朗,ロウドクノロウ,ろうどくのろう
浪,ロウヒスルノロウ,ろうひするのろう
廊,ワタリロウカノロウ,わたりろうかのろう
楼,マテンロウノロウ,まてんろうのろう
漏,モラス，ロウデンノロウ,もらす，ろうでんのろう
六,カンスウジノロク,かんすうじのろく
録,ロクオンノロク,ろくおんのろく
論,ケツロンノロン,けつろんのろん
和,ワフクノワ,わふくのわ
話,ハナシ，デンワノワ,はなし，でんわのわ
賄,ワイロノワイ，マカナウ,わいろのわい，まかなう
惑,メイワクノワク,めいわくのわく
枠,ソトワクノワク,そとわくのわく
湾,ワンガンノワン,わんがんのわん
腕,ウデ，ワンリョクノワン,うで，わんりょくのわん
